;url;offer_name;company;company_size;job_location;salary_1;salary_1_description;salary_2;salary_2_description;salary_bonus;seniority_1;seniority_2;job_description;must_have;nice_to_have;integration_tests;unit_tests;tester;agile_management;issue_tracking_tool;knowledge_repository;code_reviews;static_code_analysis;version_control_system;build_server;qa_manager;distributed_team;research_and_experimentation;pair_programming;workshops;e2e_tests;commit_on_the_first_day;one_command_build_possible;up_and_running_within_2h;high_level_and_low_level_designs;feature_development_and_porting;regression_testing;uat_testing;agile_testing;manual_tests;database;virtualization;cloud_infrastructure;databases;network_virtualization;provisioning;networking_hardware;security;application_stack;operating_system;computer;monitors;job_profile;start;contract_duration;paid_holiday;part_time_work;remote_possible;flexible_hours;travel_involved;freedom_to_choose_tools;relocation_package;remote_work;open_minded_developers_in_team;work_with_international_client;perks_in_the_office;benefits
16;https://nofluffjobs.com/job/test-automation-engineer-cloudbest-warszawa-so16vurs;Test Automation Engineer;CloudBest;40+ people;Warszawa;10000 - 16000 PLN;+ vat (B2B) per month;;;;Mid;;"Udział w realizacji i testowanie aplikacji;
Tworzenie i wykorzystywanie scenariuszy testowych;
Tworzenie testów automatycznych;
 Biegła obsługa BrowserStack;
Rozumienie działania CI/CD;
Zgłaszanie błędów aplikacji wykrytych w czasie testów;
 Analiza i raportowanie wyników testów;";Selenium, BrowserStack, English, Communication skills;CI/CD;Yes;;;Yes;;;Yes;;GIT;;;;;;;;;;;;;;;;;;;;;;;;;;linux;Notebook;If needed;Mainly customer support;ASAP;Permanent contract;Yes;No;No;Yes;No;No;;;;;Free coffee, Playroom, Shower, Free parking, Modern office, Startup atmosphere, No dress code;Sport subscription, Private healthcare, Flat structure, Small teams, International projects
17;https://nofluffjobs.com/job/fullstack-engineer-django-vue-sunscrapers-warsaw-kkwbpda8;Fullstack Engineer (Django/Vue);Sunscrapers Sp. z o.o.;30+ people;Remote, Warsaw;8000 - 16000 PLN;+ vat (B2B) per month;;;;Mid;;;PostgreSQL, Celery, Docker, Ansible, React/Vue, English;Redis, Webpack, Elasticsearch, Memcached, HTML/CSS;Yes;Yes;;Scrum, Kanban;Jira;Confluence;Yes;Yes;GIT;Yes;;;;Yes;;;Yes;Yes;Yes;;;;;;;;;;;;;;;;apple;MacBook Pro;"1-2 external 24""";;ASAP;Permanent contract;Yes;No;Fully remote;Yes;No;Yes;;;;;Free coffee, Bike parking, Shower, Free snacks, Free beverages, No dress code, Kitchen, Play room;Sport subscription, Training budget, Private healthcare, In-house trainings, Conference budget, Team Events
18;https://nofluffjobs.com/job/devops-engineer-prodata-consult-warszawa-xt3anbca;DevOps Engineer;ProData Consult;80+ people;Warszawa;110 - 150 PLN;+ vat (B2B) per hour;;;;Mid;Senior;;Linux, Git, more “Dev” than “Ops” background, CI/CD, Bash, Groovy Or Python, English, min. 1 year of experience in DevOps Team;Docker, Jenkins, kafka;;;;Yes;Yes;Yes;;;GIT;;;;;;;;;;;;;;;;;MongoDB;Docker;;MongoDB;;;;;;linux;Notebook;If needed;Mainly bugs fixing;ASAP;Permanent contract;No;No;Yes (2 days a week);Yes;No;No;;;;;Free coffee, Playroom, Shower, Free beverages, In-house trainings, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, International projects
19;https://nofluffjobs.com/job/remote-vue-js-php-developer-development-as-a-service-warsaw-6xvacxyg;Remote Vue.js | PHP Developer;Development-as-a-Service Sp. z o.o;20+ people;Remote, Warsaw, Kraków;18 - 22 EUR;+ vat (B2B) per hour;;;;Mid;Senior;We are currently growing a team for a large UK FinTech client that has a mature multi-tenant SASS platform built in Vue.js / VueX and PHP (Symphony).;Git, TypeScript, HTML, CSS, Vue.js, English, Polish, Team player, Communication skills, Problem solving, Proactivity;Docker, MySQL;As Required;As Required;;Agile;Jira, Asana;;GitLab;;Git;Jenkins;Yes;;;;;;Yes;;Yes;;;;;;;;;;;;;;;;apple, windows, linux;Own;Own;Mainly new features;ASAP;Permanent contract;No;No;Fully remote;Yes;No;Yes;;;;;Startup atmosphere, No dress code;Small teams, International projects, In-house trainings
20;https://nofluffjobs.com/job/big-data-engineer-allegro-warszawa-5o3tpr7r;Big Data Engineer;Allegro;2000 people;Warszawa, Cracow, Poznan;9000 - 15000 PLN;gross (employment contract) per month;;;;Mid;;;Git, JAVA 8+ or SCALA, JVM, Polish, Communication skills, Clean code;Linux, Hadoop, Ansible, Spark, Kafka, Druid, GCP, English, Eagerness to learn;Yes;Yes;;Scrum, Kanban;Jira;Confluence;Bitbucket Server;Scalastyle;GIT;Bamboo;;;;Yes;;;Yes;Yes;Yes;;;;;;;;;;;;;;;;apple, windows;MacBook Pro (i7, 16 GB RAM, SSD) or Dell Latitude;"2 x 24""";Mainly new features;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;Yes;Yes;;;;Free coffee, Bike parking, Playroom, Shower, Free snacks, Free beverages, Mobile phone, In-house trainings, In-house hack days, Modern office, Startup atmosphere, No dress code, Kitchen;Sport subscription, Training budget, Private healthcare, Lunch card, Small teams, In-house trainings, In-house hack days, Conference budget, Team Events, Cafeteria system, English lessons
21;https://nofluffjobs.com/job/senior-data-scientist-mim-solutions-warszawa-a6lijmtq;Senior Data Scientist;MIM Solutions;10+ people;Warszawa;15000 - 20000 PLN;+ vat (B2B) per month;;;;Senior;;"Our team consists of high-class Machine Learning experts.  We specialize in solving various practical machine learning problems. Particularly, we deliver cutting edge solutions,  e.g .: predictive systems; automatic categorization; behavioral segmentation; recommendation systems.";Bachelor of Computer Science, Very good programming skills, English, Polish, Team player, Critical thinking, Problem solving, Very strong analytical skills, 5 years of programming  experience;Git, JIRA, GitLab, Gerrit, Jenkins, Pandas, GBDT, GCP, BigQuery, PyTorch, Keras, scikit-learn;;;;Yes;Jira, Github;Confluence, Wiki, GitLab;;;GIT;;;;;;;;;;;;;;;;;;;;;;;;;;linux;Notebook;Two;Mainly new features;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Canteen, Bike parking, Startup atmosphere, No dress code;Flat structure, Small teams
22;https://nofluffjobs.com/job/junior-data-scientist-mim-solutions-warszawa-q9tg3rft;Junior Data Scientist;MIM Solutions;10+ people;Warszawa;6000 - 10000 PLN;+ vat (B2B) per month;;;;Junior;;"Our team consists of high-class Machine Learning experts.  We specialize in solving various practical machine learning problems. Particularly, we deliver cutting edge solutions,  e.g .: predictive systems; automatic categorization; behavioral segmentation; recommendation systems.";Bachelor of Computer Science, Very good programming skills, English, Polish, Team player, Critical thinking, Problem solving, Very strong analytical skills;Git, JIRA, GitLab, Gerrit, Jenkins, Pandas, GBDT, GCP, BigQuery, PyTorch, Keras, scikit-learn;;;;Yes;Jira, Github;Confluence, Wiki, GitLab;;;GIT;;;;;;;;;;;;;;;;;;;;;;;;;;linux;Notebook;Two;Mainly new features;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Canteen, Bike parking, Startup atmosphere, No dress code;Flat structure, Small teams
23;https://nofluffjobs.com/job/fullstack-java-developer-aurelis-consulting-warszawa-zedtxuqf;Fullstack Java Developer;Aurelis Consulting Sp. z o.o.;40+ people;Warszawa;15500 - 20400 PLN;gross (mandate contract) per month;;;;Senior;Expert;We are looking for a motivated and highly qualified full stack developer to build software solutions for automotive companies.You will be working in a small and highly focused team including the business function, prototyping department and graphical designers.;Git, English, Team player, Communication skills, Critical thinking, Problem solving, Proactivity;Knowledge of Python, Bitbucket, Machine learning;API testing, Performance testing;;;Agile;Jira, Github;Confluence, GitHub;Bitbucket;Yes;GIT;Jenkins, GitLab;;;;Yes;;;;;;;;;;;;;;;;;;;;;windows;Notebook;Two;;ASAP;Permanent contract;No;No;Yes (2 days a week);Yes;No;Yes;;;;;Free coffee, Bike parking, In-house trainings, Startup atmosphere, No dress code, Kitchen;Private healthcare, Flat structure, Small teams, International projects, Healthcare for spouse / family
24;https://nofluffjobs.com/job/senior-data-scientist-allegro-warszawa-zibfqxes;Senior Data Scientist;Allegro;2000 people;Warszawa;13000 - 18000 PLN;gross (employment contract) per month;;;;Senior;;;Machine learning, PySpark, BigData, Algorithms, Statistics, Analytical skills;;;;;Agile;Jira;Confluence;;;GIT;;;;;;;;;;;;;;;;;;;;;;;;;;apple, windows;MacBook Pro 13'/ 16', i7, or Dell;Two;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;No;;;;;Free coffee, Gym, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, Mobile phone, In-house trainings, Modern office, Startup atmosphere, No dress code, Kitchen;Sport subscription, Training budget, Private healthcare, Flat structure, Lunch card, Small teams, Team Events
25;https://nofluffjobs.com/job/platform-engineer-9livesdata-sp-k-warsaw-zfp4fxqv;Platform Engineer;9LivesData sp. z o.o. sp.k.;80+ people;Warsaw;16000 - 21000 PLN;+ vat (B2B) per month;;;;Mid;Senior;"Dla startupu z Doliny Krzemowej budujemy system automatyzujący pracę z zaawansowanymi algorytmami Machine Learning. Nasz system zdobył wiele wyróżnień międzynarodowych i jest już używany przez klientów w USA i Japonii.

Szukamy doświadczonego inżyniera platformy.";Docker, Ansible, Infrastructure as Code, CS education, English, Polish;Terraform, Azure, Kubernetes, Docker Swarm;Yes;85% coverage;;Scrum, Kanban;Jira, Github;Confluence;GitHub;;GIT;Jenkins;Yes;;;;;;Yes;Yes;Yes;;;;;;;;;;;;;;;;linux;Workstation;3;Mainly new features;ASAP;Permanent contract;No;No;No;Yes;No;No;;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free snacks, No dress code, Kitchen, Play room;Small teams, International projects, In-house trainings, In-house hack days, Team Events
26;https://nofluffjobs.com/job/devops-engineer-9livesdata-sp-k-warsaw-zdlvg8ja;DevOps Engineer;9LivesData sp. z o.o. sp.k.;80+ people;Warsaw;16000 - 21000 PLN;+ vat (B2B) per month;;;;Mid;Senior;"Dla startupu z Doliny Krzemowej budujemy system automatyzujący pracę z zaawansowanymi algorytmami Machine Learning. Nasz system zdobył wiele wyróżnień międzynarodowych i jest już używany przez klientów w USA i Japonii.

Szukamy doświadczonego DevOpsa.";Docker, Ansible, Jenkins, Azure, English, Polish;Terraform, Kubernetes;Yes;85% coverage;;Scrum, Kanban;Jira, Github;Confluence;GitHub;;GIT;Jenkins;Yes;;;;;;Yes;Yes;Yes;;;;;;;;;;;;;;;;linux;Workstation;3;Mainly new features;ASAP;Permanent contract;No;No;No;Yes;No;No;;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free snacks, No dress code, Kitchen, Play room;Small teams, International projects, In-house trainings, In-house hack days, Team Events
27;https://nofluffjobs.com/job/test-automation-engineer-9livesdata-sp-k-warsaw-d6mzvmmm;Test Automation Engineer;9LivesData sp. z o.o. sp.k.;80+ people;Warsaw;12000 - 17000 PLN;+ vat (B2B) per month;;;;Mid;;"Dla startupu z Doliny Krzemowej budujemy system automatyzujący pracę z zaawansowanymi algorytmami Machine Learning. Nasz system zdobył wiele wyróżnień międzynarodowych i jest już używany przez klientów w USA i Japonii.

Szukamy doświadczonego inżyniera QA do automatyzacji testów.";Selenium, Jenkins, Protractor, English, Polish;;Yes;85% coverage;;Scrum, Kanban;Jira;Confluence;GitHub;;GIT;Jenkins;Yes;;;;;;Yes;Yes;Yes;;;;;;;;;;;;;;;;linux;Workstation;3;Mainly new features;ASAP;Permanent contract;No;No;No;Yes;No;No;;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free snacks, No dress code, Kitchen, Play room;Small teams, International projects, In-house trainings, In-house hack days, Team Events
28;https://nofluffjobs.com/job/python-developer-tylko-warszawa-bikouqpk;Python Developer;Tylko;100+ people;Warszawa;8000 - 12000 PLN;+ vat (B2B) per month;;;;Mid;Senior;Tylko is a next-generation furniture company founded in 2015 in Warsaw, Poland. We specialize in providing high-quality, easily-customizable shelves that our customers can adapt down to the last detail. We meet the needs of their unique spaces through the use of our intuitive online configurator and Augmented Reality app. Tylko’s team has reconsidered every step of the traditional furniture-buying process in order to create a better, seamless and more personal experience – with a quality product, simple online shopping, free doorstep delivery and effortless assembly.;Linux, PostgreSQL, DRF, Polish;Git, Ansible, Jenkins, experience in parametric design (or at least interest i..., any knowledge/interest in CAM, board games, experience in manufacturing industry/ERP system;;;;Agile;Jira;Confluence, GitHub;GitHub;;GIT;Jenkins;;;;Yes;;;;;;;;;;;;;;;;;;;;;linux;Notebook;Two;Mainly new features;ASAP;Permanent contract;No;No;Yes (2 days a week);Yes;No;Yes;;;;;Free coffee, Bike parking, Modern office, Startup atmosphere, No dress code, Free breakfast;Flat structure, Small teams
